0,20295680,0.855136
0,9703424,0.409288
0,7766016,0.327780
1,20295680,0.856273
1,9703424,0.409219
1,7766016,0.327726
2,20295680,0.855988
2,9703424,0.409694
2,7766016,0.328043
3,20295680,0.856201
3,9703424,0.409002
3,7766016,0.327775
4,20295680,0.855785
4,9703424,0.409195
4,7766016,0.327411
5,20295680,0.856191
5,9703424,0.409114
5,7766016,0.327616
6,20295680,0.856154
6,9703424,0.409479
6,7766016,0.327141
480000
